,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location,spam,hashtags,sentiment_score,sentiment,datetime,seconds,tokens,keywords,labels,score_fire,score_emergency,score_crime
3536,mbdata,20140123204500,grlPwrz505,fund raiser for homeless kids- supported by #afd meeting this weekend at the city park #abilacitypark,,,,1,"['#AFD', '#abilaCityPark']",0.0,1,2014-01-23 20:45:00,74700.0,"['fund', 'raiser', 'for', 'homeless', 'kids-', 'supported', 'by', '#', 'afd', 'meeting', 'this', 'weekend', 'at', 'the', 'city', 'park', '#', 'abilacitypark']","['fund', 'raiser', 'homeless', 'kids-', 'supported', 'afd', 'meeting', 'weekend', 'city', 'park', 'abilacitypark']",[],0.0,0.0,0.0
3537,mbdata,20140123204500,truccotrucco,anybody out there watching the standoff i iwll gladly switch places with you #idiots #standoff,36.059,24.856,,1,"['#idiots', '#standoff']",-0.15000000000000002,0,2014-01-23 20:45:00,74700.0,"['anybody', 'out', 'there', 'watching', 'the', 'standoff', 'i', 'iwll', 'gladly', 'switch', 'places', 'with', 'you', '#', 'idiots', '#', 'standoff']","['anybody', 'watching', 'standoff', 'iwll', 'gladly', 'switch', 'places', 'idiots', 'standoff']",[],0.0,0.0,0.0
3538,mbdata,20140123204500,megaMan,any questions from my new followers? #tag,,,,1,['#TAG'],0.13636363636363635,1,2014-01-23 20:45:00,74700.0,"['any', 'questions', 'from', 'my', 'new', 'followers', '?', '#', 'tag']","['questions', 'new', 'followers', 'tag']",[],0.0,0.0,0.0
3539,mbdata,20140123204500,AbilaPost,nothing new to report: heavily armed #apd swat still in standoff with occupants of black van #abilapost,,,,1,"['#APD', '#AbilaPost']",-0.07676767676767678,0,2014-01-23 20:45:00,74700.0,"['nothing', 'new', 'to', 'report', ':', 'heavily', 'armed', '#', 'apd', 'swat', 'still', 'in', 'standoff', 'with', 'occupants', 'of', 'black', 'van', '#', 'abilapost']","['nothing', 'new', 'report', ':', 'heavily', 'armed', 'apd', 'swat', 'still', 'standoff', 'occupants', 'black', 'van', 'abilapost']",['crime'],0.0,0.0,60.0
3540,mbdata,20140123204500,panopticon,cops have cordoned off the area but i got a pretty good view now of the standoff,,,,1,[],0.475,1,2014-01-23 20:45:00,74700.0,"['cops', 'have', 'cordoned', 'off', 'the', 'area', 'but', 'i', 'got', 'a', 'pretty', 'good', 'view', 'now', 'of', 'the', 'standoff']","['cops', 'cordoned', 'area', 'got', 'pretty', 'good', 'view', 'standoff']",['crime'],0.0,0.0,30.0
3541,ccdata,20140123204500,,vandalism-report,,,N. Parla St / N. Dentro St,0,[],0.0,1,2014-01-23 20:45:00,74700.0,['vandalism-report'],['vandalism-report'],['crime'],0.0,0.0,30.0
3542,mbdata,20140123204508,KronosQuoth,"if youre offered a seat on a rocket ship, dont ask what seat! just get on.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 20:45:08,74708.0,"['if', 'youre', 'offered', 'a', 'seat', 'on', 'a', 'rocket', 'ship', ',', 'dont', 'ask', 'what', 'seat', '!', 'just', 'get', 'on', '.', '#', 'kronosstar', '#', 'pokrally']","['youre', 'offered', 'seat', 'rocket', 'ship', 'dont', 'ask', 'seat', 'get', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3543,mbdata,20140123204508,KronosQuoth,fortune sides with him who dares.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 20:45:08,74708.0,"['fortune', 'sides', 'with', 'him', 'who', 'dares', '.', '#', 'pokrally', '#', 'hi']","['fortune', 'sides', 'dares', 'pokrally']",[],0.0,0.0,0.0
3544,mbdata,20140123204508,KronosQuoth,"we must believe that we are gifted for something, and that this thing, at whatever cost, must be attained.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.5,1,2014-01-23 20:45:08,74708.0,"['we', 'must', 'believe', 'that', 'we', 'are', 'gifted', 'for', 'something', ',', 'and', 'that', 'this', 'thing', ',', 'at', 'whatever', 'cost', ',', 'must', 'be', 'attained', '.', '#', 'kronosstar', '#', 'pokrally']","['must', 'believe', 'gifted', 'something', 'thing', 'whatever', 'cost', 'must', 'attained', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3545,mbdata,20140123204535,KronosQuoth,"trust because you are willing to accept the risk, not because it's safe or certain.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.32142857142857145,1,2014-01-23 20:45:35,74735.0,"['trust', 'because', 'you', 'are', 'willing', 'to', 'accept', 'the', 'risk', ',', 'not', 'because', 'it', ""'s"", 'safe', 'or', 'certain', '.', '#', 'pokrally', '#', 'hi']","['trust', 'willing', 'accept', 'risk', 'safe', 'certain', 'pokrally']",[],0.0,0.0,0.0
3546,mbdata,20140123204557,Clevvah4Evah,the rally has peaked my interest! #pok #rally #grammar,,,,0,"['#POK', '#Rally', '#Grammar']",0.0,1,2014-01-23 20:45:57,74757.0,"['the', 'rally', 'has', 'peaked', 'my', 'interest', '!', '#', 'pok', '#', 'rally', '#', 'grammar']","['rally', 'peaked', 'interest', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
3547,mbdata,20140123204557,KronosQuoth,develop success from failures. discouragement and failure are two of the surest stepping stones to success.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.09444444444444443,1,2014-01-23 20:45:57,74757.0,"['develop', 'success', 'from', 'failures', '.', 'discouragement', 'and', 'failure', 'are', 'two', 'of', 'the', 'surest', 'stepping', 'stones', 'to', 'success', '.', '#', 'pokrally', '#', 'hi']","['develop', 'success', 'failures', 'discouragement', 'failure', 'two', 'surest', 'stepping', 'stones', 'success', 'pokrally']",[],0.0,0.0,0.0
3548,mbdata,20140123204557,carjunkers,i recommend this site #abila dates.kronos/clickhere,,,,1,['#abila'],0.0,1,2014-01-23 20:45:57,74757.0,"['i', 'recommend', 'this', 'site', '#', 'abila', 'dates.kronos/clickhere']","['recommend', 'site', 'abila', 'dates.kronos/clickhere']",[],0.0,0.0,0.0
3549,mbdata,20140123204557,KronosQuoth,a person who never made a mistake never tried anything new.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.13636363636363635,1,2014-01-23 20:45:57,74757.0,"['a', 'person', 'who', 'never', 'made', 'a', 'mistake', 'never', 'tried', 'anything', 'new', '.', '#', 'kronosstar', '#', 'pokrally']","['person', 'never', 'made', 'mistake', 'never', 'tried', 'anything', 'new', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3550,mbdata,20140123204600,zengardener,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:46:00,74760.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3551,mbdata,20140123204600,stolkfair,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:46:00,74760.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3552,mbdata,20140123204600,jaques,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:46:00,74760.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3553,mbdata,20140123204607,CentralBulletin,abila police swat still in stand off #abila #centralbulletin,,,,0,"['#Abila', '#CentralBulletin']",0.0,1,2014-01-23 20:46:07,74767.0,"['abila', 'police', 'swat', 'still', 'in', 'stand', 'off', '#', 'abila', '#', 'centralbulletin']","['abila', 'police', 'swat', 'still', 'stand', 'abila', 'centralbulletin']",['crime'],0.0,0.0,30.0
3554,mbdata,20140123204620,KronosQuoth,everything youve ever wanted is on the other side of fear.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",-0.125,0,2014-01-23 20:46:20,74780.0,"['everything', 'youve', 'ever', 'wanted', 'is', 'on', 'the', 'other', 'side', 'of', 'fear', '.', '#', 'kronosstar', '#', 'pokrally']","['everything', 'youve', 'ever', 'wanted', 'side', 'fear', 'kronosstar', 'pokrally']",['emergency'],0.0,22.5,0.0
3555,mbdata,20140123204645,reggierockin776,cheap car sales! no questions asked!  cars.kronos/choppers  #abila #vans #cars,,,,1,"['#abila', '#vans', '#cars']",0.625,1,2014-01-23 20:46:45,74805.0,"['cheap', 'car', 'sales', '!', 'no', 'questions', 'asked', '!', 'cars.kronos/choppers', '#', 'abila', '#', 'vans', '#', 'cars']","['cheap', 'car', 'sales', 'questions', 'asked', 'cars.kronos/choppers', 'abila', 'vans', 'cars']",[],0.0,0.0,0.0
3556,mbdata,20140123204700,brandonL,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:47:00,74820.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3557,mbdata,20140123204700,brain448,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:47:00,74820.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3558,mbdata,20140123204700,teresaJ,"rt @abilaallfaith prayers for our sisters and brothers - the injured, the firghtened, and the displaced",,,,0,[],0.0,1,2014-01-23 20:47:00,74820.0,"['rt', '@', 'abilaallfaith', 'prayers', 'for', 'our', 'sisters', 'and', 'brothers', '-', 'the', 'injured', ',', 'the', 'firghtened', ',', 'and', 'the', 'displaced']","['abilaallfaith', 'prayers', 'sisters', 'brothers', 'injured', 'firghtened', 'displaced']",['emergency'],0.0,22.5,0.0
3559,mbdata,20140123204713,FriendsOfKronos,stand off continues with pok terrorists,,,,1,[],0.0,1,2014-01-23 20:47:13,74833.0,"['stand', 'off', 'continues', 'with', 'pok', 'terrorists']","['stand', 'continues', 'pok', 'terrorists']",['crime'],0.0,0.0,60.0
3560,mbdata,20140123204713,megaMan,@tomish i don't think they could come up behind - i dont see how,,,,1,[],-0.4,0,2014-01-23 20:47:13,74833.0,"['@', 'tomish', 'i', 'do', ""n't"", 'think', 'they', 'could', 'come', 'up', 'behind', '-', 'i', 'dont', 'see', 'how']","['tomish', 'think', 'could', 'come', 'behind', 'dont', 'see']",[],0.0,0.0,0.0
3561,mbdata,20140123204714,KronosQuoth,a person who never made a mistake never tried anything new.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.13636363636363635,1,2014-01-23 20:47:14,74834.0,"['a', 'person', 'who', 'never', 'made', 'a', 'mistake', 'never', 'tried', 'anything', 'new', '.', '#', 'kronosstar', '#', 'pokrally']","['person', 'never', 'made', 'mistake', 'never', 'tried', 'anything', 'new', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3562,mbdata,20140123204714,KronosQuoth,"to live a creative life, we must lose our fear of being wrong.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.04545454545454545,1,2014-01-23 20:47:14,74834.0,"['to', 'live', 'a', 'creative', 'life', ',', 'we', 'must', 'lose', 'our', 'fear', 'of', 'being', 'wrong', '.', '#', 'pokrally', '#', 'hi']","['live', 'creative', 'life', 'must', 'lose', 'fear', 'wrong', 'pokrally']",['emergency'],0.0,22.5,0.0
3563,mbdata,20140123204714,KronosQuoth,a successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.275,1,2014-01-23 20:47:14,74834.0,"['a', 'successful', 'man', 'is', 'one', 'who', 'can', 'lay', 'a', 'firm', 'foundation', 'with', 'the', 'bricks', 'others', 'have', 'thrown', 'at', 'him', '.', '#', 'pokrally', '#', 'hi']","['successful', 'man', 'one', 'lay', 'firm', 'foundation', 'bricks', 'others', 'thrown', 'pokrally']",[],0.0,0.0,0.0
3564,mbdata,20140123204744,Clevvah4Evah,"in edition, you should always add instead of multiply #pok #rally #grammar",,,,1,"['#POK', '#Rally', '#Grammar']",0.0,1,2014-01-23 20:47:44,74864.0,"['in', 'edition', ',', 'you', 'should', 'always', 'add', 'instead', 'of', 'multiply', '#', 'pok', '#', 'rally', '#', 'grammar']","['edition', 'always', 'add', 'instead', 'multiply', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
3565,mbdata,20140123204744,Clevvah4Evah,i want a job 80% mental 30% fiscal #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",-0.1,0,2014-01-23 20:47:44,74864.0,"['i', 'want', 'a', 'job', '80', '%', 'mental', '30', '%', 'fiscal', '#', 'pok', '#', 'rally', '#', 'grammar']","['want', 'job', '80', '%', 'mental', '30', '%', 'fiscal', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
3566,mbdata,20140123204744,KronosQuoth,"the ones who are crazy enough to think they can change the world, are the ones that do.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",-0.3,0,2014-01-23 20:47:44,74864.0,"['the', 'ones', 'who', 'are', 'crazy', 'enough', 'to', 'think', 'they', 'can', 'change', 'the', 'world', ',', 'are', 'the', 'ones', 'that', 'do', '.', '#', 'pokrally', '#', 'hi']","['ones', 'crazy', 'enough', 'think', 'change', 'world', 'ones', 'pokrally']",[],0.0,0.0,0.0
3567,mbdata,20140123204744,meds4realz43,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures,,,,1,"['#abila', '#pictures']",0.35,1,2014-01-23 20:47:44,74864.0,"['you', 'r', 'famous', 'now', 'haha', 'badprofiles.kronos/tacky', '#', 'abila', '#', 'pictures']","['r', 'famous', 'haha', 'badprofiles.kronos/tacky', 'abila', 'pictures']",[],0.0,0.0,0.0
3568,mbdata,20140123204800,phantomagate,rt @grlpwrz505 fund raiser for homeless kids- supported by #afd meeting this weekend at the city park #abilacitypark,,,,1,"['#AFD', '#abilaCityPark']",0.0,1,2014-01-23 20:48:00,74880.0,"['rt', '@', 'grlpwrz505', 'fund', 'raiser', 'for', 'homeless', 'kids-', 'supported', 'by', '#', 'afd', 'meeting', 'this', 'weekend', 'at', 'the', 'city', 'park', '#', 'abilacitypark']","['grlpwrz505', 'fund', 'raiser', 'homeless', 'kids-', 'supported', 'afd', 'meeting', 'weekend', 'city', 'park', 'abilacitypark']",[],0.0,0.0,0.0
3569,mbdata,20140123204800,microBanana,rt @abilapost nothing new to report: heavily armed #apd swat still in standoff with occupants of black van #abilapost,,,,1,"['#APD', '#AbilaPost']",-0.07676767676767678,0,2014-01-23 20:48:00,74880.0,"['rt', '@', 'abilapost', 'nothing', 'new', 'to', 'report', ':', 'heavily', 'armed', '#', 'apd', 'swat', 'still', 'in', 'standoff', 'with', 'occupants', 'of', 'black', 'van', '#', 'abilapost']","['abilapost', 'nothing', 'new', 'report', ':', 'heavily', 'armed', 'apd', 'swat', 'still', 'standoff', 'occupants', 'black', 'van', 'abilapost']",['crime'],0.0,0.0,60.0
3570,mbdata,20140123204808,KronosQuoth,"happiness is a butterfly, which when pursued, is always beyond your grasp. #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.7,1,2014-01-23 20:48:08,74888.0,"['happiness', 'is', 'a', 'butterfly', ',', 'which', 'when', 'pursued', ',', 'is', 'always', 'beyond', 'your', 'grasp', '.', '#', 'pokrally', '#', 'hi']","['happiness', 'butterfly', 'pursued', 'always', 'beyond', 'grasp', 'pokrally']",[],0.0,0.0,0.0
3571,ccdata,20140123204817,,alarm-secure no crime,,,5401 N. Hix St,0,[],0.0,1,2014-01-23 20:48:17,74897.0,"['alarm-secure', 'no', 'crime']","['alarm-secure', 'crime']","['crime', 'emergency']",0.0,22.5,30.0
3572,mbdata,20140123204829,KronosQuoth,a truly rich man is one whose children run into his arms when his hands are empty.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.1375,1,2014-01-23 20:48:29,74909.0,"['a', 'truly', 'rich', 'man', 'is', 'one', 'whose', 'children', 'run', 'into', 'his', 'arms', 'when', 'his', 'hands', 'are', 'empty', '.', '#', 'kronosstar', '#', 'pokrally']","['truly', 'rich', 'man', 'one', 'whose', 'children', 'run', 'arms', 'hands', 'empty', 'kronosstar', 'pokrally']",['fire'],16.666666666666664,0.0,0.0
3573,mbdata,20140123204829,KronosQuoth,little minds are tamed and subdued by misfortune; but great minds rise above it.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.2041666666666667,1,2014-01-23 20:48:29,74909.0,"['little', 'minds', 'are', 'tamed', 'and', 'subdued', 'by', 'misfortune', ';', 'but', 'great', 'minds', 'rise', 'above', 'it', '.', '#', 'pokrally', '#', 'hi']","['little', 'minds', 'tamed', 'subdued', 'misfortune', ';', 'great', 'minds', 'rise', 'pokrally']",[],0.0,0.0,0.0
3574,mbdata,20140123204829,Clevvah4Evah,thats bad i have carpool tunnel #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",-0.6999999999999998,0,2014-01-23 20:48:29,74909.0,"['thats', 'bad', 'i', 'have', 'carpool', 'tunnel', '#', 'pok', '#', 'rally', '#', 'grammar']","['thats', 'bad', 'carpool', 'tunnel', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
3575,mbdata,20140123204829,KronosQuoth,the only place where success comes before work is in the dictionary.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.15,1,2014-01-23 20:48:29,74909.0,"['the', 'only', 'place', 'where', 'success', 'comes', 'before', 'work', 'is', 'in', 'the', 'dictionary', '.', '#', 'pokrally', '#', 'hi']","['place', 'success', 'comes', 'work', 'dictionary', 'pokrally']",[],0.0,0.0,0.0
3576,mbdata,20140123204844,truccotrucco,shuoldve stayed at the rally #standoff,36.059,24.856,,0,['#standoff'],0.0,1,2014-01-23 20:48:44,74924.0,"['shuoldve', 'stayed', 'at', 'the', 'rally', '#', 'standoff']","['shuoldve', 'stayed', 'rally', 'standoff']",[],0.0,0.0,0.0
3577,mbdata,20140123204844,megaMan,@tomish besides i think they are trying to talk them down #tag,,,,1,['#TAG'],-0.15555555555555559,0,2014-01-23 20:48:44,74924.0,"['@', 'tomish', 'besides', 'i', 'think', 'they', 'are', 'trying', 'to', 'talk', 'them', 'down', '#', 'tag']","['tomish', 'besides', 'think', 'trying', 'talk', 'tag']",[],0.0,0.0,0.0
3578,mbdata,20140123204851,KronosQuoth,do one thing every day that scares you.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 20:48:51,74931.0,"['do', 'one', 'thing', 'every', 'day', 'that', 'scares', 'you', '.', '#', 'pokrally', '#', 'hi']","['one', 'thing', 'every', 'day', 'scares', 'pokrally']",[],0.0,0.0,0.0
3579,mbdata,20140123204851,KronosQuoth,the best revenge is massive success.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.43333333333333335,1,2014-01-23 20:48:51,74931.0,"['the', 'best', 'revenge', 'is', 'massive', 'success', '.', '#', 'kronosstar', '#', 'pokrally']","['best', 'revenge', 'massive', 'success', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3580,mbdata,20140123204851,Clevvah4Evah,my hand hurts i think i have carpet tunnel #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0.0,1,2014-01-23 20:48:51,74931.0,"['my', 'hand', 'hurts', 'i', 'think', 'i', 'have', 'carpet', 'tunnel', '#', 'pok', '#', 'rally', '#', 'grammar']","['hand', 'hurts', 'think', 'carpet', 'tunnel', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
3581,mbdata,20140123204851,KronosQuoth,"if you want to lift yourself up, lift up someone else.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 20:48:51,74931.0,"['if', 'you', 'want', 'to', 'lift', 'yourself', 'up', ',', 'lift', 'up', 'someone', 'else', '.', '#', 'kronosstar', '#', 'pokrally']","['want', 'lift', 'lift', 'someone', 'else', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3582,mbdata,20140123204900,dtennent,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:49:00,74940.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3583,mbdata,20140123204900,stolkfair,rt @homelandilluminations additional units have arrived at dancing dophin fire. #hi,,,,0,['#HI'],0.0,1,2014-01-23 20:49:00,74940.0,"['rt', '@', 'homelandilluminations', 'additional', 'units', 'have', 'arrived', 'at', 'dancing', 'dophin', 'fire', '.', '#', 'hi']","['homelandilluminations', 'additional', 'units', 'arrived', 'dancing', 'dophin', 'fire']",['fire'],16.666666666666664,0.0,0.0
3584,mbdata,20140123204913,KronosQuoth,we become what we think about.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 20:49:13,74953.0,"['we', 'become', 'what', 'we', 'think', 'about', '.', '#', 'kronosstar', '#', 'pokrally']","['become', 'think', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3585,mbdata,20140123204913,KronosQuoth,go confidently in the direction of your dreams.  live the life you have imagined.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.3181818181818182,1,2014-01-23 20:49:13,74953.0,"['go', 'confidently', 'in', 'the', 'direction', 'of', 'your', 'dreams', '.', 'live', 'the', 'life', 'you', 'have', 'imagined', '.', '#', 'kronosstar', '#', 'pokrally']","['go', 'confidently', 'direction', 'dreams', 'live', 'life', 'imagined', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3586,mbdata,20140123204913,KronosQuoth,knowledge is being aware of what you can do. wisdom is knowing when not to do it.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.25,1,2014-01-23 20:49:13,74953.0,"['knowledge', 'is', 'being', 'aware', 'of', 'what', 'you', 'can', 'do', '.', 'wisdom', 'is', 'knowing', 'when', 'not', 'to', 'do', 'it', '.', '#', 'pokrally', '#', 'hi']","['knowledge', 'aware', 'wisdom', 'knowing', 'pokrally']",[],0.0,0.0,0.0
3587,mbdata,20140123204913,KronosQuoth,"successful people do what unsuccessful people are not willing to dodon't wish it were easier, wish you were better.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.375,1,2014-01-23 20:49:13,74953.0,"['successful', 'people', 'do', 'what', 'unsuccessful', 'people', 'are', 'not', 'willing', 'to', 'dodo', ""n't"", 'wish', 'it', 'were', 'easier', ',', 'wish', 'you', 'were', 'better', '.', '#', 'pokrally', '#', 'hi']","['successful', 'people', 'unsuccessful', 'people', 'willing', 'dodo', 'wish', 'easier', 'wish', 'better', 'pokrally']",[],0.0,0.0,0.0
3588,mbdata,20140123204932,yomamma,i want to be a firefighter #afd #fireiscool,,,,0,"['#AFD', '#fireiscool']",0.0,1,2014-01-23 20:49:32,74972.0,"['i', 'want', 'to', 'be', 'a', 'firefighter', '#', 'afd', '#', 'fireiscool']","['want', 'firefighter', 'afd', 'fireiscool']","['emergency', 'fire']",50.0,22.5,0.0
3589,mbdata,20140123204932,megaMan,@lola i hope you didn't see me on tv #layinglow #tag,,,,1,"['#layinglow', '#TAG']",0.0,1,2014-01-23 20:49:32,74972.0,"['@', 'lola', 'i', 'hope', 'you', 'did', ""n't"", 'see', 'me', 'on', 'tv', '#', 'layinglow', '#', 'tag']","['lola', 'hope', 'see', 'tv', 'layinglow', 'tag']",[],0.0,0.0,0.0
3590,mbdata,20140123204932,mattdies,we just got back from gelato galore.  #lucky #blessed,,,,1,"['#lucky', '#blessed']",0.16666666666666666,1,2014-01-23 20:49:32,74972.0,"['we', 'just', 'got', 'back', 'from', 'gelato', 'galore', '.', '#', 'lucky', '#', 'blessed']","['got', 'back', 'gelato', 'galore', 'lucky', 'blessed']",[],0.0,0.0,0.0
3591,mbdata,20140123204939,KronosQuoth,"try not to become a person of success, but rather try to become a person of value.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.3,1,2014-01-23 20:49:39,74979.0,"['try', 'not', 'to', 'become', 'a', 'person', 'of', 'success', ',', 'but', 'rather', 'try', 'to', 'become', 'a', 'person', 'of', 'value', '.', '#', 'pokrally', '#', 'hi']","['try', 'become', 'person', 'success', 'rather', 'try', 'become', 'person', 'value', 'pokrally']",[],0.0,0.0,0.0
3592,mbdata,20140123204939,KronosQuoth,"two roads diverged in a wood, and i—i took the one less traveled by, and that has made all the difference.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",-0.16666666666666666,0,2014-01-23 20:49:39,74979.0,"['two', 'roads', 'diverged', 'in', 'a', 'wood', ',', 'and', 'i—i', 'took', 'the', 'one', 'less', 'traveled', 'by', ',', 'and', 'that', 'has', 'made', 'all', 'the', 'difference', '.', '#', 'kronosstar', '#', 'pokrally']","['two', 'roads', 'diverged', 'wood', 'i—i', 'took', 'one', 'less', 'traveled', 'made', 'difference', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
3593,mbdata,20140123205000,KronosStar,"the firemen have turned their hoses onto the surrounding buildings, likely to keep the fire from spreading. #kronosstar #dancingdolphinfire",,,,0,"['#KronosStar', '#DancingDolphinFire']",0.0,1,2014-01-23 20:50:00,75000.0,"['the', 'firemen', 'have', 'turned', 'their', 'hoses', 'onto', 'the', 'surrounding', 'buildings', ',', 'likely', 'to', 'keep', 'the', 'fire', 'from', 'spreading', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['firemen', 'turned', 'hoses', 'onto', 'surrounding', 'buildings', 'likely', 'keep', 'fire', 'spreading', 'kronosstar', 'dancingdolphinfire']",['fire'],66.66666666666666,0.0,0.0
3594,mbdata,20140123205000,HomelandIlluminations,fire officials have begun control measures on surrounding buildings. #hi,,,,1,['#HI'],0.0,1,2014-01-23 20:50:00,75000.0,"['fire', 'officials', 'have', 'begun', 'control', 'measures', 'on', 'surrounding', 'buildings', '.', '#', 'hi']","['fire', 'officials', 'begun', 'control', 'measures', 'surrounding', 'buildings']","['crime', 'fire']",16.666666666666664,0.0,30.0
3595,mbdata,20140123205000,mattdies,cant go home cant drive anywhere #stuck #stupidfire,,,,0,"['#stuck', '#stupidfire']",0.0,1,2014-01-23 20:50:00,75000.0,"['cant', 'go', 'home', 'cant', 'drive', 'anywhere', '#', 'stuck', '#', 'stupidfire']","['cant', 'go', 'home', 'cant', 'drive', 'anywhere', 'stuck', 'stupidfire']",['fire'],16.666666666666664,0.0,0.0
3596,mbdata,20140123205000,footfingers,mad at the system? join the pok's fight for justice #pok,36.054,24.902,,1,['#POK'],-0.625,0,2014-01-23 20:50:00,75000.0,"['mad', 'at', 'the', 'system', '?', 'join', 'the', 'pok', ""'s"", 'fight', 'for', 'justice', '#', 'pok']","['mad', 'system', 'join', 'pok', 'fight', 'justice', 'pok']",['emergency'],0.0,22.5,0.0
